"id","name","age","potential","body_type","value","wage"
"10537","Einar Galilea","24","73","Lean","675000","5000"
"10538","F. Tingager","25","69","Lean","600000","2000"
"10539","R. Reid","29","65","Normal","550000","5000"
"10540","V. Supriaga","18","84","Lean","1100000","1000"
"10541","C. Starfelt","23","70","Normal","625000","1000"
"10542","R. Boukari","31","65","Lean","475000","2000"
"10543","E. Vandenabeele","26","68","Normal","550000","2000"
"10544","D. Fox","34","65","Normal","160000","3000"
"10545","D. Boldor","23","69","Normal","600000","1000"
"10546","S. Narazaki","42","65","Normal","40000","1000"
"10547","N. Brock-Madsen","25","68","Normal","700000","8000"
"10548","K. Boto","22","76","Lean","800000","2000"
"10549","J. Bothroyd","36","65","Normal","190000","1000"
"10550","J. Słowik","26","67","Normal","450000","2000"
"10551","L. Norris","25","66","Stocky","650000","5000"
"10552","D. Schmidt","26","66","Normal","525000","2000"
"10553","A. Longhi","29","65","Normal","400000","1000"
"10554","D. Dziwniel","25","68","Normal","550000","2000"
"10555","G. Fechner","20","77","Normal","850000","1000"
"10556","T. Diagouraga","31","65","Normal","475000","4000"
"10557","Yoon Bit Garam","28","65","Lean","525000","1000"
"10558","J. Maja","19","82","Lean","1200000","2000"
"10559","O. Cissé","27","66","Lean","500000","4000"
"10560","A. Butler","34","65","Normal","160000","3000"
"10561","O. Marciano","28","67","Normal","450000","2000"
"10562","H. Kadish","25","67","Normal","550000","8000"
"10563","J. Allen","23","74","Normal","825000","3000"
"10564","G. Melkadze","21","74","Normal","850000","1000"
"10565","K. Hashimoto","24","70","Lean","700000","3000"
"10566","Hu Rentian","27","65","Lean","575000","4000"
"10567","C. Pickel","21","79","Normal","1100000","3000"
"10568","S. Chukwueze","19","81","Lean","1200000","4000"
"10569","D. Andrew","27","65","Normal","450000","3000"
"10570","A. Kofler","31","65","Normal","325000","3000"
"10571","T. Walker","21","75","Lean","875000","10000"
"10572","N. Venema","19","77","Normal","950000","3000"
"10573","R. Sufyani","31","65","Lean","475000","6000"
"10574","J. Borring","33","65","Lean","325000","3000"
"10575","N. Nyauza","28","65","Stocky","425000","1000"
"10576","Marcelo Vildeia","34","65","Normal","280000","8000"
"10577","V. Janelt","20","76","Lean","925000","4000"
"10578","L. Nieuwpoort","23","69","Normal","600000","2000"
"10579","Hu Jinghang","21","73","Lean","825000","4000"
"10580","Aguado","22","76","Normal","900000","2000"
"10581","A. Raineau","32","65","Normal","300000","2000"
"10582","S. Mölders","33","65","Stocky","350000","3000"
"10583","C. Mackail-Smith","34","65","Normal","280000","3000"
"10584","A. Power","30","65","Normal","400000","2000"
"10585","A. Sabbione","26","66","Normal","625000","1000"
"10586","D. Tadić","28","65","Stocky","550000","3000"
"10587","G. Karlen","25","69","Lean","700000","3000"
"10588","K. Jackson","24","68","Lean","700000","3000"
"10589","G. Zakuani","32","65","Lean","300000","2000"
"10590","J. Mezú","28","65","Normal","550000","1000"
"10591","A. Verschueren","21","69","Lean","600000","2000"
"10592","K. Miyahara","22","74","Lean","700000","2000"
"10593","Nito Carbelho","26","65","Normal","600000","8000"
"10594","N. Manzambi","21","79","Stocky","1200000","5000"
"10595","A. Ferdinand","33","65","Normal","220000","2000"
"10596","B. Pringle","29","65","Normal","525000","4000"
"10597","D. Boysen","27","65","Normal","575000","2000"
"10598","G. Kusunga","30","65","Stocky","400000","2000"
"10599","A. Tshibola","23","70","Normal","700000","5000"
"10600","C. Jopia","26","66","Lean","525000","1000"
"10601","Francisco Júnior","26","68","Normal","650000","1000"
"10602","M. Fox","24","69","Lean","575000","6000"
"10603","A. Hanche-Olsen","21","73","Normal","700000","1000"
"10604","J. Welsh","34","65","Stocky","160000","3000"
"10605","U. Garcia","22","72","Normal","650000","4000"
"10606","Gao Zhunyi","22","74","Normal","725000","3000"
"10607","M. Hildebrandt","29","66","Normal","425000","2000"
"10608","J. O'Shea","29","65","Lean","525000","5000"
"10609","J. Thomassen","25","68","Normal","700000","3000"
"10610","B. Shea","28","65","Normal","550000","2000"
"10611","J. Gleeson","28","66","Normal","425000","2000"
"10612","M. Akça","27","65","Normal","450000","4000"
"10613","S. Romero","29","65","Normal","550000","1000"
"10614","D. Giannoulis","22","73","Lean","0","0"
"10615","D. Mirfin","33","65","Stocky","220000","5000"
"10616","C. Martinez","21","70","Normal","725000","2000"
"10617","M. Nichols","29","65","Normal","525000","2000"
"10618","A. Borysiuk","26","68","Normal","550000","2000"
"10619","B. Cargill","22","76","Normal","825000","3000"
"10620","R. Shindo","22","71","Lean","625000","1000"
"10621","Y. Adli","17","84","Lean","1100000","7000"
"10622","G. Gigliotti","28","66","Normal","500000","1000"
"10623","M. Benning","24","69","Normal","575000","4000"
"10624","F. Ananou","20","74","Normal","725000","4000"
"10625","M. Scavone","31","65","Lean","475000","10000"
"10626","U. Antuna","20","75","Lean","875000","2000"
"10627","G. Carpani","24","70","Lean","700000","1000"
"10628","Bae Seul Gi","33","65","Normal","220000","2000"
"10629","D. Bejarano","26","66","Normal","0","0"
"10630","P. Nymann","35","65","Normal","120000","2000"
"10631","R. Ramírez","21","75","Normal","675000","2000"
"10632","M. de Fockert","23","71","Normal","550000","1000"
"10633","Wang Gang","29","65","Normal","400000","4000"
"10634","J. Ngoy","20","78","Stocky","1100000","9000"
"10635","S. Madden","30","65","Normal","400000","1000"
"10636","Carlos Nieto","22","70","Lean","625000","2000"
"10637","Oh Jae Suk","28","65","Normal","425000","3000"
"10638","P. Sontheimer","19","76","Normal","900000","1000"
"10639","S. Karamoko","25","68","Normal","550000","2000"
"10640","H. El Mokeddem","19","75","Lean","850000","4000"
"10641","J. Espericueta","23","70","Lean","700000","11000"
"10642","Ka Sol Heon","27","65","Normal","450000","2000"
"10643","F. Götze","20","79","Lean","1100000","4000"
"10644","C. Ekuban","24","71","Normal","750000","10000"
"10645","A. Tahar","28","65","Lean","450000","2000"
"10646","C. Irwin","29","65","Lean","375000","2000"
"10647","M. Hairston","24","69","Lean","575000","2000"
"10648","J. Jones","20","77","Lean","975000","2000"
"10649","S. Barry","28","65","Normal","425000","2000"
"10650","A. Koita","19","77","Lean","950000","3000"
"10651","D. Worrall","28","65","Normal","550000","5000"
"10652","J. Guillermo","28","65","Stocky","450000","1000"
"10653","H. Guy","33","65","Normal","325000","5000"
"10654","A. Brunst","22","74","Normal","625000","3000"
"10655","J. Dacosta","22","73","Normal","675000","2000"
"10656","R. Moriwaki","32","65","Lean","300000","3000"
"10657","J. Brown","29","65","Normal","400000","3000"
"10658","M. Dyrestam","26","67","Normal","550000","1000"
"10659","Jeong Hyuk","32","65","Normal","400000","3000"
"10660","S. Grether","26","68","Normal","550000","4000"
"10661","J. Ness","27","66","Normal","600000","3000"
"10662","H. Dahmani","30","65","Lean","500000","1000"
"10663","T. Hopper","24","68","Normal","700000","3000"
"10664","F. Knudsen","21","77","Normal","850000","1000"
"10665","J. Pohl","22","76","Normal","925000","3000"
"10666","I. Paro","23","70","Lean","625000","2000"
"10667","C. Munder","18","76","Lean","850000","2000"
"10668","J. Cano","35","65","Normal","120000","1000"
"10669","E. Iyoha","20","77","Lean","975000","6000"
"10670","N. Adams","31","65","Normal","475000","4000"
"10671","J. Godínez","21","78","Normal","1100000","8000"
"10672","C. Mandouki","26","66","Lean","625000","2000"
"10673","M. Atwa","27","66","Normal","500000","5000"
"10674","J. Washausen","29","65","Lean","425000","1000"
"10675","Shim Dong Woon","28","65","Normal","525000","2000"
"10676","P. Jaquez","22","76","Lean","825000","4000"
"10677","Everton","24","68","Normal","700000","3000"
"10678","L. James","30","65","Normal","500000","4000"
"10679","H. Matthys","22","72","Lean","650000","2000"
"10680","N. Ishihara","33","65","Lean","350000","2000"
"10681","A. Sabiri","21","76","Normal","925000","8000"
"10682","Y. Thuram","29","65","Normal","375000","2000"
"10683","J. Willis","23","72","Normal","650000","2000"
"10684","L. Ghiringhelli","26","68","Normal","550000","1000"
"10685","F. Kath","23","69","Lean","700000","5000"
"10686","D. Ball","22","72","Normal","650000","7000"
"10687","D. Volkmer","22","72","Normal","650000","3000"
"10688","B. Augustyn","30","65","Stocky","400000","2000"
"10689","Ángel Galván","25","71","Lean","525000","2000"
"10690","F. Jamnig","27","65","Normal","575000","3000"
"10691","J. Reinhardt","30","65","Normal","400000","1000"
"10692","Liu Dianzuo","28","65","Normal","375000","4000"
"10693","F. Reese","20","77","Lean","975000","6000"
"10694","K. Matsubara","21","72","Lean","650000","1000"
"10695","R. Janssen","28","65","Normal","425000","2000"
"10696","J. Ayala","30","65","Normal","350000","3000"
"10697","M. Lundemo","24","72","Normal","750000","2000"
"10698","A. Ciranni","22","72","Lean","650000","2000"
"10699","B. Konaté","22","72","Lean","650000","2000"
"10700","A. Crognale","23","73","Lean","675000","2000"
"10701","Kwak Kwang Sun","32","65","Normal","300000","2000"
"10702","F. Boyer","27","66","Normal","500000","2000"
"10703","Noblejas","25","70","Lean","600000","3000"
"10704","Q. Westberg","32","65","Normal","300000","2000"
"10705","S. Daham","22","76","Lean","900000","2000"
"10706","M. Fellah","29","65","Normal","525000","1000"
"10707","T. Miyayoshi","25","66","Normal","650000","2000"
"10708","J. Bellegarde","20","78","Normal","925000","2000"
"10709","O. Ba","22","74","Lean","725000","1000"
"10710","M. Fetsch","29","65","Normal","550000","2000"
"10711","H. Ekstein","27","66","Lean","625000","1000"
"10712","C. Bayala","22","72","Lean","750000","3000"
"10713","T. Cancellotti","26","66","Normal","625000","1000"
"10714","Kweon Han Jin","30","65","Normal","400000","2000"
"10715","E. Upson","28","65","Normal","525000","3000"
"10716","A. Cook","27","65","Stocky","575000","3000"
"10717","L. Miracoli","26","68","Lean","675000","2000"
"10718","L. Jäger","24","70","Normal","625000","5000"
"10719","Park Yi-Young","24","70","Lean","600000","4000"
"10720","S. Payne","26","65","Normal","600000","3000"
"10721","S. Arai","29","65","Lean","375000","2000"
"10722","L. Tipton","25","65","Normal","475000","1000"
"10723","C. Doidge","25","67","Lean","675000","5000"
"10724","A. Ndom","22","74","Lean","725000","4000"
"10725","N. Medvedev","23","74","Lean","625000","1000"
"10726","K. Murata","29","65","Normal","525000","2000"
"10727","D. Gazdag","22","76","Normal","0","0"
"10728","João Moutinho","20","79","Normal","1100000","2000"
"10729","A. Annan","31","65","Lean","375000","1000"
"10730","S. Wagstaff","28","65","Normal","550000","3000"
"10731","A. Fukumori","25","70","Normal","600000","1000"
"10732","Ryu Seung Woo","24","71","Lean","750000","2000"
"10733","D. Baumann","23","70","Stocky","725000","2000"
"10734","O. Rodríguez","21","76","Lean","800000","5000"
"10735","Pedrinho","33","65","Normal","210000","3000"
"10736","J. Ebobisse","21","75","Lean","875000","2000"
"10737","J. Toivio","30","65","Normal","400000","1000"
"10738","M. Bruccini","32","65","Lean","400000","1000"
"10739","César Ortiz","29","65","Normal","425000","5000"
"10740","K. Veendorp","21","75","Stocky","775000","1000"
"10741","J. Amoah","23","73","Lean","775000","3000"
"10742","P. González","25","68","Normal","675000","2000"
"10743","R. Amin","22","72","Normal","750000","2000"
"10744","H. Otani","33","65","Normal","220000","3000"
"10745","S. Kikuchi","26","66","Normal","625000","1000"
"10746","L. González","27","65","Normal","575000","1000"
"10747","M. Burch","34","65","Normal","150000","2000"
"10748","Y. Amankwah","29","65","Normal","425000","3000"
"10749","T. Mickel","29","65","Normal","375000","3000"
"10750","Kim Dong Woo","30","65","Normal","400000","2000"
"10751","S. Calvano","24","68","Lean","675000","1000"
"10752","J. Bree","20","77","Lean","850000","3000"
"10753","V. Damascan","19","79","Normal","1200000","6000"
"10754","B. Körk","38","65","Normal","40000","2000"
"10755","S. Takahashi","28","65","Stocky","425000","2000"
"10756","A. Vallci","22","69","Normal","575000","3000"
"10757","L. Giovini","36","65","Normal","70000","1000"
"10758","E. Flores","26","65","Normal","450000","1000"
"10759","G. Honeyman","23","72","Normal","750000","3000"
"10760","A. Cairns","25","70","Normal","525000","2000"
"10761","Kim Nam Chun","29","66","Normal","475000","2000"
"10762","L. Solignac","27","65","Normal","575000","3000"
"10763","Kim Yong Hwan","25","69","Lean","575000","2000"
"10764","N. Kuipers","25","68","Stocky","575000","2000"
"10765","A. Hopmark","26","67","Normal","550000","1000"
"10766","Y. Barnawi","24","69","Normal","575000","4000"
"10767","K. Moleko","28","65","Normal","425000","1000"
"10768","J. Kauko","27","65","Normal","550000","3000"
"10769","O. Sidibé","33","65","Stocky","220000","2000"
"10770","J. Dacres-Cogley","22","74","Lean","700000","6000"
"10771","D. Bates","21","75","Normal","775000","3000"
"10772","M. Budziński","27","65","Normal","450000","2000"
"10773","N. Lavanchy","24","70","Normal","600000","3000"
"10774","F. Rodríguez","32","65","Normal","300000","1000"
"10775","D. Doekhi","20","75","Normal","775000","3000"
"10776","S. Fujita","31","65","Normal","475000","1000"
"10777","B. Mason","20","76","Lean","800000","2000"
"10778","Jorge Cuenca","18","78","Normal","850000","11000"
"10779","I. Ramírez","23","71","Normal","625000","3000"
"10780","R. König","35","65","Stocky","250000","1000"
"10781","S. Clark","32","65","Normal","300000","2000"
"10782","Adri Castellano","24","72","Lean","650000","2000"
"10783","M. Guezoui","29","65","Lean","550000","2000"
"10784","K. Morris","24","69","Normal","700000","2000"
"10785","S. Lundholm","24","70","Lean","725000","1000"
"10786","G. Perea","26","68","Normal","550000","1000"
"10787","K. Ogawa","25","66","Normal","650000","2000"
"10788","C. Benavídez","20","75","Lean","775000","3000"
"10789","M. Erb","28","66","Lean","500000","2000"
"10790","J. Rodríguez","25","68","Normal","675000","1000"
"10791","B. Youssouf","24","70","Normal","600000","2000"
"10792","Grego Sierra","25","70","Lean","700000","3000"
"10793","J. Sabbatini","30","65","Normal","500000","2000"
"10794","N. Briasco","22","75","Normal","875000","4000"
"10795","F. Hansch","22","71","Lean","750000","2000"
"10796","M. Ingram","24","73","Normal","600000","2000"
"10797","A. Ibsen Rømer","24","69","Normal","700000","3000"
"10798","L. Filippini","22","70","Normal","600000","8000"
"10799","D. Dankerlui","21","73","Normal","675000","2000"
"10800","Markel Areitio","21","77","Normal","775000","3000"
"10801","J. Chapman","24","70","Lean","700000","2000"
"10802","E. Ampadu","17","86","Lean","1100000","8000"
"10803","H. Kane","19","75","Normal","825000","10000"
"10804","L. Fiordilino","21","75","Lean","875000","1000"
"10805","B. Verboom","26","67","Normal","525000","4000"
"10806","D. Gape","23","71","Normal","725000","2000"
"10807","E. Miller","25","69","Lean","575000","2000"
"10808","Y. Maruhashi","27","65","Normal","450000","2000"
"10809","Yang Zhi","35","65","Normal","130000","2000"
"10810","P. Larsen","29","65","Normal","525000","2000"
"10811","L. Verna","25","70","Normal","700000","1000"
"10812","F. Silva","35","65","Lean","130000","1000"
"10813","B. Close","21","76","Normal","925000","3000"
"10814","Pité","23","72","Lean","650000","1000"
"10815","Q. Amarikwa","30","65","Stocky","525000","3000"
"10816","Marquitos","31","65","Lean","475000","1000"
"10817","B. Tsonev","23","71","Normal","0","0"
"10818","C. Long","23","72","Normal","775000","3000"
"10819","K. Bakırcıoğlu","37","65","Normal","170000","1000"
"10820","F. Mendy","24","71","Lean","625000","2000"
"10821","K. Haraldseid","24","69","Normal","575000","1000"
"10822","J. Blomberg","31","65","Normal","475000","2000"
"10823","Y. Mena","28","65","Stocky","550000","1000"
"10824","W. Eskelinen","21","77","Normal","775000","1000"
"10825","Fan Yunlong","29","65","Lean","525000","4000"
"10826","M. Honsak","21","73","Lean","800000","6000"
"10827","D. Bouzanis","27","65","Normal","375000","3000"
"10828","B. Maubleu","28","67","Normal","450000","2000"
"10829","T. Rühle","27","65","Normal","575000","2000"
"10830","K. Shelton","25","70","Lean","725000","2000"
"10831","Diego Parras","22","73","Lean","675000","2000"
"10832","L. Di Matteo","30","65","Lean","400000","1000"
"10833","J. Dalé","32","65","Normal","425000","2000"
"10834","M. Hernandez","26","68","Lean","550000","2000"
"10835","C. Mancilla","25","71","Lean","625000","1000"
"10836","F. Viáfara","26","67","Normal","525000","1000"
"10837","H. Chapman","20","79","Lean","1200000","11000"
"10838","M. Antonucci","19","81","Lean","1200000","7000"
"10839","L. Neagle","31","65","Normal","475000","2000"
"10840","B. Kamau","23","70","Lean","725000","3000"
"10841","L. Putaro","21","72","Lean","775000","3000"
"10842","C. Giousis","19","80","Normal","1200000","1000"
"10843","E. Birniçan","29","65","Normal","375000","3000"
"10844","I. Akdağ","26","66","Normal","525000","4000"
"10845","J. Clark","24","68","Normal","675000","2000"
"10846","S. Mrowca","24","68","Stocky","575000","2000"
"10847","U. Nayir","25","70","Normal","725000","11000"
"10848","J. Caenepeel","21","72","Lean","775000","2000"
"10849","Iván Márquez","24","70","Normal","625000","1000"
"10850","N. Besler","25","70","Lean","600000","2000"
"10851","N. Loyola","23","69","Lean","0","0"
"10852","F. Rogic","25","69","Normal","675000","2000"
"10853","P. Hoffmann","26","66","Lean","625000","2000"
"10854","E. Córdoba","24","70","Normal","600000","1000"
"10855","Zhao Yuhao","25","71","Normal","625000","4000"
"10856","Álvaro","20","77","Normal","775000","7000"
"10857","D. Szoboszlai","17","83","Lean","1100000","4000"
"10858","Q. Maceiras","22","74","Lean","700000","6000"
"10859","T. Augello","23","71","Normal","625000","1000"
"10860","A. Kampetsis","19","76","Normal","900000","1000"
"10861","T. Schrammel","30","65","Normal","400000","5000"
"10862","D. Poleon","24","69","Stocky","725000","3000"
"10863","T. Kemp","27","65","Normal","450000","2000"
"10864","D. Diagné","23","71","Lean","625000","3000"
"10865","J. Thorniley","21","77","Normal","850000","5000"
"10866","H. Weydandt","22","72","Normal","775000","8000"
"10867","F. Sporkslede","24","68","Normal","575000","2000"
"10868","A. Díaz","22","72","Lean","775000","13000"
"10869","I. Zotko","21","75","Lean","775000","1000"
"10870","J. Mendes","27","66","Normal","625000","2000"
"10871","C. Trueman","22","75","Normal","675000","4000"
"10872","F. Azemi","26","68","Normal","675000","2000"
"10873","Fernando","28","68","Normal","475000","2000"
"10874","A. O'Neill","19","77","Normal","925000","6000"
"10875","Javi Jiménez","21","73","Normal","700000","5000"
"10876","M. Dube","25","68","Normal","550000","1000"
"10877","J. Mejías","20","78","Normal","925000","5000"
"10878","C. Ohene","24","68","Normal","575000","4000"
"10879","K. Risgård","35","65","Normal","230000","3000"
"10880","F. Forte","25","68","Lean","700000","4000"
"10881","Han Seok Jong","25","67","Normal","650000","2000"
"10882","N. Avellaneda","25","71","Lean","525000","3000"
"10883","Park Dae Han","27","65","Normal","450000","2000"
"10884","A. Erceg","28","65","Normal","550000","8000"
"10885","M. Vázquez","25","69","Normal","700000","1000"
"10886","L. Justiniano","25","68","Lean","0","0"
"10887","A. Wildig","26","66","Normal","625000","3000"
"10888","O. Abdulaziz","34","65","Normal","160000","6000"
"10889","F. Kent","22","75","Lean","750000","3000"
"10890","M. Pink","27","66","Normal","625000","6000"
"10891","F. Morais","32","65","Normal","400000","3000"
"10892","S. Yesil","24","70","Lean","725000","2000"
"10893","M. Bürki","24","69","Normal","600000","3000"
"10894","L. Mosquera","29","65","Lean","400000","1000"
"10895","J. Horsfield","22","73","Normal","675000","3000"
"10896","K. Edwards","20","77","Normal","975000","6000"
"10897","O. Hawkins","26","68","Lean","675000","4000"
"10898","H. Opdal","36","65","Stocky","70000","1000"
"10899","T. Albutat","25","69","Normal","600000","2000"
"10900","H. Cid","26","66","Lean","625000","2000"
"10901","T. Edwards","19","82","Normal","1000000","4000"
"10902","B. Arce","19","74","Normal","800000","5000"
"10903","Sui Donglu","35","65","Normal","130000","2000"
"10904","A. Palacios","26","65","Normal","450000","1000"
"10905","E. Käck","28","65","Lean","425000","1000"
"10906","V. Sierro","22","74","Lean","825000","5000"
"10907","A. Rodman","31","65","Lean","475000","3000"
"10908","E. Zenga","25","68","Normal","675000","2000"
"10909","R. Ruiz","32","65","Normal","300000","6000"
"10910","C. McHugh","25","67","Normal","550000","2000"
"10911","Ferrán Giner","30","65","Normal","500000","3000"
"10912","F. Ponce","30","65","Normal","500000","1000"
"10913","A. Chicksen","26","66","Lean","525000","3000"
"10914","N. Miatke","28","65","Normal","550000","1000"
"10915","G. Rólantsson Sørensen","25","66","Normal","650000","2000"
"10916","A. Damen","28","67","Normal","450000","2000"
"10917","A. Arroyo","24","69","Normal","725000","2000"
"10918","I. Voca","21","77","Normal","850000","3000"
"10919","Fran Manzanara","21","75","Lean","775000","4000"
"10920","S. Lawson","23","70","Normal","625000","2000"
"10921","A. Gerbo","28","65","Lean","550000","1000"
"10922","A. N'Diaye","27","65","Lean","575000","2000"
"10923","R. McCrorie","20","80","Normal","1100000","8000"
"10924","M. O'Connor","30","65","Normal","500000","5000"
"10925","L. Prosser","30","65","Lean","400000","4000"
"10926","J. Clauss","25","68","Lean","550000","4000"
"10927","G. Cummins","30","65","Normal","525000","1000"
"10928","F. Olijve","29","65","Normal","525000","3000"
"10929","Maicon","25","66","Lean","650000","1000"
"10930","C. Mosca","27","65","Lean","550000","4000"
"10931","G. Castrovilli","21","79","Lean","1200000","9000"
"10932","G. Nepomuceno","25","66","Normal","650000","4000"
"10933","S. Dembele","21","75","Lean","875000","3000"
"10934","M. McKay","35","65","Normal","130000","1000"
"10935","S. Ringstad","26","66","Normal","525000","1000"
"10936","C. Evina","26","65","Lean","450000","5000"
"10937","L. Wing","23","72","Lean","750000","11000"
"10938","D. Henry","25","70","Normal","600000","2000"
"10939","M. Jakoliš","21","72","Normal","775000","3000"
"10940","G. Di Noia","23","71","Normal","725000","4000"
"10941","N. Ansell","24","71","Normal","625000","2000"
"10942","G. Wüthrich","23","72","Normal","650000","4000"
"10943","M. Osei Kwadwo","23","73","Normal","800000","4000"
"10944","Nathan","23","72","Lean","650000","3000"
"10945","K. Tokstad","26","65","Normal","575000","1000"
"10946","V. Agardius","28","66","Normal","500000","1000"
"10947","A. Sandona","25","70","Normal","600000","4000"
"10948","K. Osorio","24","70","Normal","700000","1000"
"10949","S. Al Rubaie","24","71","Normal","625000","6000"
"10950","D. Van den Buijs","22","71","Lean","625000","2000"
"10951","A. Badji","20","76","Lean","950000","2000"
"10952","M. Eisa","23","72","Lean","775000","10000"
"10953","N. Sessa","22","72","Lean","750000","1000"
"10954","M. Álvarez","29","67","Normal","450000","4000"
"10955","D. Ball","28","65","Normal","550000","9000"
"10956","A. Thompson","25","68","Normal","575000","4000"
"10957","G. Morrissey","26","66","Normal","525000","1000"
"10958","D. Remick","27","66","Lean","500000","2000"
"10959","J. Dall'Oglio","26","66","Normal","625000","1000"
"10960","Yang Jun A","29","65","Normal","425000","2000"
"10961","G. Beretta","26","66","Stocky","650000","1000"
"10962","J. Córdoba","30","65","Stocky","400000","1000"
"10963","T. Craig","33","65","Normal","220000","3000"
"10964","S. Monaco","25","66","Lean","525000","1000"
"10965","M. Rahn","28","66","Normal","500000","1000"
"10966","M. Rosheuvel","27","65","Normal","575000","3000"
"10967","C. Amissi","28","65","Normal","525000","6000"
"10968","Júnior Tavares","21","74","Normal","725000","5000"
"10969","M. Breij","21","73","Normal","800000","2000"
"10970","C. Vergara","24","70","Lean","625000","1000"
"10971","Y. Rokutan","31","65","Lean","325000","1000"
"10972","T. Danneberg","32","65","Lean","400000","1000"
"10973","B. Kwiecień","24","70","Stocky","525000","2000"
"10974","P. Tietz","20","71","Normal","650000","3000"
"10975","M. Gostomski","29","64","Normal","300000","1000"
"10976","T. Ricketts","30","64","Lean","425000","2000"
"10977","R. Klingenburg","24","68","Normal","575000","1000"
"10978","A. Hoole","24","66","Normal","550000","1000"
"10979","A. Piu","21","75","Lean","775000","3000"
"10980","M. Heyer","23","70","Normal","525000","1000"
"10981","Y. Opazo","33","64","Normal","170000","1000"
"10982","I. Sankhon","22","71","Normal","625000","3000"
"10983","C. Hussey","29","64","Normal","350000","3000"
"10984","R. Atassi","27","67","Normal","450000","1000"
"10985","J. Hiwula","23","71","Lean","650000","3000"
"10986","S. Kashket","22","76","Lean","800000","2000"
"10987","E. Björkander","22","73","Lean","600000","1000"
"10988","E. Abedini","19","78","Lean","875000","1000"
"10989","D. Giorico","26","66","Lean","525000","1000"
"10990","L. de la Torre","20","76","Lean","800000","8000"
"10991","Peixotacinho","34","64","Normal","140000","3000"
"10992","N. Hazazi","25","66","Normal","450000","4000"
"10993","T. Kanamori","24","70","Lean","625000","3000"
"10994","E. Moreno","24","70","Lean","600000","1000"
"10995","P. Malarczyk","26","65","Stocky","450000","1000"
"10996","W. Burns","23","69","Normal","600000","2000"
"10997","V. Bergan","23","73","Normal","600000","1000"
"10998","D. Okereke","20","76","Lean","825000","1000"
"10999","W. Vorsager","21","73","Lean","600000","2000"
"11000","A. Bischoff","31","64","Normal","375000","1000"
"11001","M. Matras","27","65","Stocky","425000","2000"
"11002","H. Kamara","24","68","Normal","600000","4000"
"11003","K. Soni","20","81","Normal","1000000","4000"
"11004","F. Al Masrahi","25","67","Stocky","400000","3000"
"11005","Adrián Gómez","24","73","Lean","600000","2000"
"11006","A. Petre","20","74","Normal","750000","2000"
"11007","M. Bakenga","25","67","Normal","575000","1000"
"11008","D. Berntsen","25","67","Lean","575000","1000"
"11009","Y. Hiraoka","32","64","Lean","260000","1000"
"11010","K. Enghardt","26","66","Normal","450000","3000"
"11011","T. Pope","32","64","Normal","350000","4000"
"11012","A. Ivan","23","71","Normal","625000","2000"
"11013","O. Custodio","23","72","Normal","650000","3000"
"11014","J. Teunckens","20","75","Normal","600000","1000"
"11015","D. Donohue","24","66","Normal","450000","2000"
"11016","E. Oti Essigba","21","74","Lean","725000","2000"
"11017","R. Kiernan","27","64","Normal","375000","2000"
"11018","J. Lumley","23","73","Lean","525000","2000"
"11019","M. Torres","22","76","Normal","700000","1000"
"11020","D. Bertaud","20","76","Stocky","650000","3000"
"11021","K. Oiwa","28","64","Lean","375000","1000"
"11022","J. Ramírez","20","77","Lean","850000","1000"
"11023","Pablo Fernández","21","72","Lean","675000","2000"
"11024","Cho Soo Hyuk","31","64","Normal","270000","2000"
"11025","Z. Jovanovic","31","64","Lean","400000","1000"
"11026","D. Islamovic","24","71","Normal","650000","1000"
"11027","E. Ekpolo","23","68","Lean","500000","1000"
"11028","D. Wynne","23","69","Normal","500000","2000"
"11029","S. Surridge","19","77","Lean","850000","7000"
"11030","E. Huth","21","74","Normal","750000","1000"
"11031","E. Pereyra","19","79","Lean","875000","2000"
"11032","R. Foster","32","64","Normal","250000","2000"
"11033","J. Donacien","24","68","Normal","500000","1000"
"11034","X. Tomas","32","64","Stocky","260000","2000"
"11035","D. Batty","20","78","Normal","900000","4000"
"11036","R. Steer","36","64","Normal","160000","1000"
"11037","Mateus Couteira","34","64","Normal","140000","4000"
"11038","G. Diangana","20","79","Lean","1000000","10000"
"11039","F. Aksoy","20","75","Normal","675000","6000"
"11040","M. Tootle","27","64","Normal","375000","4000"
"11041","D. Wein","24","69","Normal","500000","2000"
"11042","M. Bravo","25","68","Normal","475000","1000"
"11043","D. Stroh-Engel","32","64","Normal","350000","2000"
"11044","D. Orgill","28","64","Normal","475000","4000"
"11045","N. Neidhart","23","70","Lean","525000","1000"
"11046","J. Ockford","26","66","Normal","450000","2000"
"11047","B. Gschweidl","22","68","Normal","600000","3000"
"11048","S. Yohou","26","66","Normal","450000","2000"
"11049","E. Pantelakis","23","72","Stocky","575000","1000"
"11050","Marcel","25","69","Lean","500000","2000"
"11051","L. Leahy","25","66","Normal","450000","2000"
"11052","D. Vržogić","28","64","Normal","350000","1000"
"11053","S. Coulibaly","23","71","Lean","550000","3000"
"11054","A. Rodríguez","25","69","Normal","600000","11000"
"11055","M. Khubrani","24","68","Lean","500000","4000"
"11056","C. Dagnall","32","64","Normal","350000","4000"
"11057","Vasquão Junior","30","64","Stocky","325000","3000"
"11058","F. Björkén","27","65","Normal","425000","1000"
"11059","J. Williams","22","73","Normal","600000","1000"
"11060","H. Al Ghaddioui","27","64","Normal","475000","3000"
